avg_temp,max_temp,min_temp,mean_wind_speed,max_sus_wind_speed,crime_count
63.15,71.5,57.9,2.65,8.55,850
76.8,88.15,64.6,9.7,20.5,960
72.95,86.45,64.55,10.25,14.95,931
68.45,78.6,60.6,5.5,11.1,910
50.55,70.95,43.7,15.6,27,840
46.3,48.05,44.9,10.55,15.55,935
47,50.6,45.05,4.55,7.95,837
51.65,59.45,47.2,4.45,8.45,777
55.5,59.15,53.25,5.95,11.55,770
64.45,76,54.2,7.2,14.95,848
67.05,73.6,63.85,6.1,13,903
76.45,81.85,71.15,11.7,20.95,946
71.4,77.4,64.15,10.25,17,933
70.7,74.4,66.2,10.2,18.55,1073
57.3,69.25,48.4,7.35,14,832
52.5,58.3,46.5,4.35,9.4,914
57,61.05,52.6,3.7,7.95,858
58.55,64.25,53.6,5.7,9.4,902
56.85,59.35,54.6,7.65,13,960
54.75,58.7,52.6,9.85,13.5,878
58.65,62.6,53.7,4.7,10.95,923
63.55,73.5,56.1,3.9,10,831
65.1,73.85,59.75,4.3,8.95,888
65.25,76.6,57.2,3.85,7,854
68.05,80.5,63.6,4.4,12,830
62.3,71.75,58.65,10.95,20.5,915
58,61,55.4,8.75,12.5,1008
64,72.7,58.35,3.65,10,896
74.4,81.7,67.1,7.05,12.4,955
78.7,86.2,70.25,4.9,10,1022
60,79.15,55.25,11.75,15.95,930
61.25,65.7,57.55,6.8,13.5,899
66.6,75.3,61.15,3.6,8.45,969
74.25,84,68.55,7.25,15.45,904
72.8,79.35,67.3,5.25,12,922
76.15,86,69.25,7.45,13,888
75.85,83.45,70.35,7.05,10.95,825
73.4,85.2,67.25,6.2,13,913
72.1,80.25,64.65,6.9,16.4,951
71.45,88.75,63.5,3.25,8.45,875
74.35,81.6,68.9,6.4,13.5,910
64.95,69.7,62.4,7.65,14.95,903
64.05,66.5,62.2,11.55,16.55,934
64.55,66.3,62.6,11.25,17.5,1072
63.25,65.2,60.35,10.55,14,879
61.9,65.4,60.35,6.7,12.05,878
68.95,79.75,62.25,4.7,11.55,946
72,78.05,66,5.45,9.9,989
74,78.2,69.9,4.35,8,886
77.35,86.05,70.65,5.85,10,903
78.65,85.65,69.65,8.05,15.95,883
77.95,84.45,70.25,4.75,12.05,884
77.9,83.65,70.85,6.45,11.45,871
69.9,73.05,66,4.75,8.45,884
68.75,72.95,63.15,5.05,9.4,947
71.5,75.1,67.55,4.3,8.45,946
73.95,79.25,71.15,6.4,11.1,946
76.2,80.6,73.2,3.8,6.5,1018
81.4,89.15,76.65,4.45,9.4,907
83.95,89.1,78.65,4.5,8.45,932
86.75,93.75,79.95,4.9,11.95,920
86.95,94.85,79.7,8.1,13.5,903
79.05,92.4,75.05,6.75,12.45,918
76.05,82.05,71.65,6.25,11.45,929
75.75,81.85,70.9,6.95,13.5,1001
75.3,84.5,68.5,8.65,16.4,925
65.6,68.45,62.15,12.35,18.45,963
67.3,73.65,61.9,4.75,9.9,918
70.6,74.2,67.65,6.8,12.05,991
65,69.55,61.35,6.4,10.95,895
60.75,68.75,55.3,6.3,9.55,858
64.75,68.55,59.45,5.45,9.4,891
67.35,72.25,62.4,5.25,8.45,891
68.5,71,66.4,4.6,8.45,843
68.9,77.2,63.65,5.05,8.95,1021
70.45,82.4,64.75,4.85,10,968
71.1,72.85,68.45,7.2,12.5,972
67.75,70.65,63.85,5.6,12.05,922
68.05,73.65,63.15,6.4,11.55,853
72.5,82.5,67.85,6.2,8,905
77.55,86.6,73.25,6.55,10.5,940
70.2,74.2,68.1,9.45,13.5,911
70.75,78.35,64.95,4.8,8.45,987
73.25,79.35,68.8,5.1,8.9,1018
70.95,74.2,66.25,4,8.45,896
75.4,83.15,70.25,4.85,10.5,982
67.05,71.7,64.05,9.9,15.45,900
64.2,66.55,62.9,7.7,11.1,881
65.55,73.4,59,4.65,7,924
69.1,74.55,63.5,3.65,7,924
70.6,74.25,65.2,4.75,9.4,944
70.9,74.65,67.1,4.75,8,882
72.4,78.6,66.3,4.25,9.4,938
77.55,85.55,70.2,4.35,10.5,961
80,88.35,71.15,6.15,11.1,864
75.1,86,70.25,6.7,11.55,905
71.55,75.2,68.55,6.45,9.4,904
72.45,79.05,66.3,6.4,12,941
77.5,87.35,69.5,6.75,11.1,949
80.6,89.45,72.5,6.5,10.45,940
84.2,92.6,78.15,6.55,12.5,885
77.75,89.5,70.85,7.75,12,902
70.55,75.75,68.3,3.45,7.5,872
79.3,94.1,71.15,4.2,8.45,933
71.4,73.7,69.65,5.15,12.55,816
72.8,78.2,69.05,3.75,7.5,1108
72.5,80.2,68,7.6,12,928
66.8,69.9,62.15,6.7,12.05,873
70.15,81.95,61.4,3.95,7.95,839
70.65,77,67.9,7.4,13.5,926
70.2,81.15,62.7,6.85,10.45,897
75.5,84.85,69,5.7,10.5,921
73.1,79,69.8,8,11.55,865
77.2,92.9,68.9,7.3,11.55,868
86.7,94.1,78.7,7.35,12.45,916
81.55,91.7,75.85,6.5,11.1,872
74.25,80.7,68.8,6.3,20.05,857
62.45,68.1,55.5,13.05,17.95,885
61.05,70.15,54.15,6.7,13.05,828
61.5,68.45,57.8,4.5,8,835
60.05,62.25,58,11.15,18.05,776
60.35,66.2,53.75,8.75,13.5,836
68.45,80.15,61.75,7.25,12.55,853
69.75,78.45,63.55,8,17.1,850
72.6,76.9,68.45,7.4,11.55,946
61.4,68.65,56.75,7.65,12,904
58.35,62.15,54.8,5.8,10,756
58.15,63.8,53.8,7.15,10.45,848
60.8,65.95,52.65,8.65,13.05,921
63.3,65.6,60.1,8.1,11.95,886
64.35,67.85,60.35,6.3,9.4,855
65.8,71.45,59.8,4.75,9.4,965
69.7,82.6,58.45,8.55,14.95,923
65.2,79.15,57.65,7.95,17,757
61.05,68.9,55.25,3.5,7.5,833
67.5,77.7,61.95,8.1,14,1091
69.7,76,66.9,5.1,7,868
70.3,77,66.8,5.9,8.9,859
68.85,74.4,67,4.75,9.9,874
70.65,78.45,65.6,4.95,8,852
60.75,69.65,53.35,6.6,10.95,742
52.75,66,46.15,6.75,10,775
58.65,68.7,50.35,4.5,7,801
60.55,66,53.45,5.4,9.4,881
59.65,64.55,53.35,2.45,6.5,855
62.15,68.35,56.6,4.5,10.95,870
65.9,73.5,60,7,14.45,820
57.75,66.35,50.8,5.5,10.5,779
56.65,58.8,54.65,7.6,13,783
58.4,64.1,53.6,8.8,13.05,782
53.3,63.6,47.75,6.95,10.95,800
50.55,53.05,48.95,5.6,10,778
47.1,50.7,43.95,5.1,9.4,837
48.35,53.6,44.35,5.3,9.9,778
50.1,63.75,42,5.5,10.95,808
51.85,64.85,43.8,7.25,18.55,779
38,42.25,33,5.05,8.45,750
39.7,44.25,35.3,6.1,11,751
39.8,42.6,36.95,6.45,12.05,766
40.35,50,32.2,6.25,10,843
47.65,52.8,43.15,9.65,14.45,745
45.1,53.85,35.6,5.75,10.5,749
47.6,51.9,41.45,7.1,14.1,840
47.4,52.7,43.6,8.8,14.5,851
51.9,56.3,47.15,3.8,7,831
60.85,64.1,55.15,7,11.95,920
48.25,58.9,44.95,9.05,13.5,1009
44.6,46.95,40.8,5.05,7.45,776
44.2,50,38.2,4,9.55,798
48.3,55.8,43.75,12.9,17.95,830
53.15,54.85,51.45,7.45,10.5,827
52.7,56.5,43.15,12.15,16.55,784
39.5,44.45,33.5,6.55,13.5,772
38.25,47.4,32.15,5.75,10.5,864
50.1,57.85,45.6,11.8,16.5,773
44.3,53.7,36.4,7.25,12,752
42.65,47.55,31.1,7.95,19.05,685
29.7,33.45,26.7,10,16.5,688
28.9,38.6,21.7,8.9,15.45,826
38.15,49.4,32.45,12.3,17.1,765
44.05,48.4,40.2,9.5,13.05,933
47.1,53.15,43.8,10.3,15.9,763
,,,,,741
40.65,42.15,39.05,11.85,17.95,857
34.65,39.55,29.3,5.4,10.5,850
38.35,43.05,33.7,9.6,16.5,869
45.15,50.65,39.95,6.05,10.95,863
40.2,47.2,35.3,10.15,18.55,852
27.1,35.15,21.4,9.15,16.55,671
19.15,26.45,14.6,7.6,14,640
26.25,31.3,22.65,10.05,14.5,680
31.8,35.55,29.95,6.15,9.4,830
22.45,31.15,15.45,9.7,14.55,733
27.25,34,24.25,7.4,12.05,566
28.3,34.1,23.55,5.3,9.05,807
37.35,49.85,31.8,9.25,13.5,746
38.55,44.8,34.3,6.05,10.5,873
36.7,38.95,34.45,4.3,7.5,790
39.8,50.2,36.3,7.05,12.05,856
47.9,55.4,43.65,6.1,10.95,866
36.65,56.75,26.05,10.55,17.6,763
21.7,25.75,19.4,6.85,11.1,725
15.3,19.25,10.35,6.7,10.95,649
21.15,25.15,17.6,7.9,15.55,609
22.65,25.95,16.1,9.9,14.5,628
11.4,22.55,2.55,10.25,17,635
17.15,20.65,13.25,7.5,12.5,651
8.5,20.3,-1.05,8.95,14.5,661
21.7,29.9,17.7,4.6,9.05,798
29,30.45,27.85,10.55,14.45,653
19.95,29.2,13.45,8.9,12,630
15.55,21.75,12.1,4.55,10.5,707
22.75,33.35,16.85,8,13,756
25.5,32.35,17.95,8.9,15.45,762
35.75,41.45,32,7.35,13.5,798
34.8,36.4,33.9,5.15,11.55,859
33.3,35.15,31.45,5.65,10.95,784
33.05,34,31.3,10.1,16.5,752
22.1,30.55,9.3,8.85,14,677
5.65,17.4,-0.15,9.6,15.5,542
21,26.9,15.45,9.35,14.5,425
24.1,32.6,16.15,7.65,11.45,604
35.25,42.85,29.65,6.9,13,735
41.6,50.15,35.8,9.35,15.55,740
35.5,46.7,24.2,10.35,19.05,718
12.75,23.3,5.55,6.85,11.55,639
10.2,13.8,5,6.65,11.45,561
19.5,23.25,13,11.65,17.5,1165
19.75,21.35,16.55,16.6,20,482
9.2,16.6,1.5,8.05,16.5,561
24.25,32.4,16.95,13.85,21.55,577
25.2,30.3,14.2,14.65,27,404
-5.95,11.65,-13.9,12.55,19.55,366
-6.2,3.45,-11.4,9.75,13.95,467
8.35,15.6,3.35,3.7,6,598
13.75,23.1,7.15,4.75,11.45,612
30.65,38.3,23.55,7.5,12,635
37.85,41.9,34.45,9.45,14.5,653
33.1,41,29,10.8,16.5,687
43.3,46.95,40.35,10.8,17.45,759
31.55,37.55,27.5,9.35,17.1,686
21.1,28.05,17.15,10.15,21.6,744
24.8,34.25,17.6,12.1,20.05,688
18.8,32.55,14,8.8,14,746
15.6,20.45,11.55,8.85,13,663
21.75,33.15,13,9.6,17.6,647
33.2,39.3,27.7,7.55,15.05,695
15.3,26.4,6,15.1,23.5,589
7.45,14.8,2.75,7.4,12,624
5.1,13.1,-0.85,11.45,16.05,623
5.9,21.75,-4.1,12.35,22,687
23.2,31.8,13.65,12.8,19.5,677
15.45,32,7.25,9.85,15.9,593
6.3,31.35,-3,12.75,20.5,546
-4,4.1,-9.75,9.05,13.5,595
8.5,22,2.05,7.45,14,728
23.95,31.8,20.15,15.15,20.5,751
25.85,33.35,20.4,5.5,11.45,744
26.45,29.8,22.95,5.65,10.95,787
21.7,26.8,16.15,6.25,13,579
15.7,24.2,8.35,3.65,7.5,677
18.1,24.05,13.65,4.75,10,645
22.95,24.35,19.85,16.1,20.5,559
9.1,19.85,1.05,7.25,11.95,610
4.35,12.65,0.15,8.6,13,693
10.5,15.2,7.35,5.25,8.45,602
16.15,20.55,12.8,5.9,9.4,648
9.1,14.65,1.2,5.85,7.95,617
7.7,14.9,2.75,5.35,8,595
10.65,23.9,3.3,5.7,7.95,604
21.7,30.3,15.25,6.5,14,642
20.85,30.85,14.25,8.55,15.55,695
18.25,24.35,10.95,5.9,10,638
19.9,24.8,15.7,7.85,14.5,585
23,24.7,21.15,10.75,18.95,597
32.1,45.35,23.25,8.9,14.95,632
39.9,46.3,34.2,7.45,13,709
35.35,44.3,33.25,6.3,13.5,648
34.5,49.3,27.9,15.8,24,718
30.6,35.5,24.7,9.05,14,647
24.85,32.75,18.05,7.45,12.9,631
19.6,25.3,13.85,9.6,13.95,633
19.8,23.25,16.6,7.9,12.5,649
8.7,16.3,2.25,10.3,18.05,662
11.85,18.85,5.55,10.5,17.1,612
13,28.15,7.05,8.5,15.45,700
25.2,31.55,16.9,9.15,16.5,731
12.05,16.15,9.7,11.2,15.45,550
9.05,13,6.15,8.5,14,593
16.45,28.05,11,5.25,9.9,627
21.15,24,18.95,9.8,15.45,637
19.75,24.6,14.35,7.55,12,660
29.7,46.55,19.4,6.1,13.05,757
32.6,43.6,25.25,10.8,18.1,684
27.8,39.2,22.35,6.95,15.5,621
45.55,54.7,39.2,11.2,15.45,815
43.2,51.15,35.7,7,14,697
28.45,36.15,21.85,18.45,26,660
23.05,33.8,17.05,9.2,16.5,718
42.75,53.05,33.65,11.7,18.55,825
36.5,44.3,30.85,9,13.95,844
24.2,30.1,18.95,19.2,25.1,638
24.2,34.6,19.7,10.25,17.6,705
35.75,45.05,30.35,7.65,12.55,818
42.4,46.1,37.05,7.3,13.95,761
35.7,42.6,31.85,6.9,14.6,782
37.2,56.3,32.2,5.7,11.55,800
41.85,57.1,32.55,8.35,15.45,737
26.2,33.55,22.5,10.15,14.95,647
24.9,31.45,21.1,5.1,9.4,696
27.95,33.35,24.85,8.3,14.95,700
24.85,31.9,20.4,6.9,11.55,724
39.35,48,35.2,13.55,18.1,719
42.95,54.65,34.6,12.3,23.05,785
33.45,34.55,32.3,10.8,15.45,770
37.45,54.55,30.6,5.75,10.45,737
52.9,66.2,44,10.85,19.05,736
47.9,62.65,34.45,14.45,18.55,910
39.75,47.05,34.85,9.5,15,721
36.45,39.3,34,11.75,18.05,715
39.65,46.2,36.05,10.65,16.5,812
37.2,39.45,34.85,8,13.5,752
42.05,50.8,36.95,6.35,9.4,709
40.5,45.15,36.95,5.95,12.5,761
45.25,47.65,41.65,4.8,11.1,748
46.25,60.55,38.25,4.55,12.5,775
57.05,63.5,51.65,10.65,17,811
51.9,68.45,43.85,4.4,10,785
63.65,76.25,48.3,9.6,22.55,872
64.15,73.95,52.25,10.65,17,679
47.85,66.3,34.75,14.95,24.5,688
30.25,33.2,27.15,9.4,14.45,747
37.5,49.35,31.35,9.8,18.05,772
49.15,60,41.95,11.7,17,835
45.05,59.35,39.2,8.25,14,787
41.55,50.25,37.3,8.6,14,754
55.45,73.4,45.15,5.55,11.1,688
65.45,74.8,56,6.9,15.55,729
49.35,61.25,41.65,10.2,18.05,736
39.7,42.1,36.9,9.95,16.05,737
46.95,58.45,38.9,10.05,16.5,768
55,68.55,45.6,8.45,16.05,847
50.8,68,38.85,9.9,17.6,778
44.55,52.1,38.5,13.95,19.05,672
49.5,54.4,46.4,11.9,20,722
52.85,63.6,48.55,8.05,17.5,787
51.65,57.55,47.75,7.1,13,797
46.1,49.55,43.35,8.7,14,870
48.2,51.8,46.2,8.05,12,864
55.1,65.85,48.65,9.85,17.95,745
54.05,65.4,45.4,8.5,14.5,720
46.25,48.4,44.15,12.45,19,845
47.25,52.75,42.35,11.85,15.9,825
54.45,63.4,48.65,7.9,14.95,769
71.5,89.45,51.25,9.25,19.5,767
71.15,86.05,62.7,11.65,18.1,862
62.6,73.95,54.35,5.95,13,817
66.3,80.5,57.85,6.3,11.95,743
70.5,83.2,61,8.6,15.45,813
66.35,80.9,56.9,9.8,21.1,813
52.25,55.75,48,8.1,12.5,787
44.9,48.45,41.2,13.25,22.9,753
41.05,45.95,38.75,9.5,13.5,841
46.95,58.3,40.9,4.55,10.5,803
56.5,67.55,48.5,6.2,10.5,859
61.15,68.7,52.9,8.95,16.5,787
69.4,83.85,59.1,9.35,15.45,763
64.35,82,53.75,5.1,11.95,834
59.65,78.9,53.95,7,13.5,789
53.55,55.4,51.25,3.95,8.9,807
53.7,59.15,50.35,4.6,7.45,759
58.8,68.4,52.8,2.7,6.55,824
70.85,80.05,62.5,4.05,7.95,778
73.35,83.3,67.45,6.05,13.05,764
56.55,68.7,51.7,7.6,13.95,801
55.4,60.45,51.9,8.5,13.95,774
58,63.95,52.6,5.95,11.95,827
61.2,70.15,55.45,3.85,8.45,848
73.55,87.55,63.6,6.5,17.6,1024
76.25,82.25,69.4,11.55,19.5,872
73.3,81.35,65.85,6.15,9.4,899
62.35,67.2,57.2,6.7,12.5,775
58.15,63.25,55.15,6.35,9.55,803
61.25,67.45,54.85,3.05,7.45,857
66.6,74.9,61,3.15,7.95,869
58.95,67.4,52.55,11.65,19,774
57.9,61,55.1,7.9,12,822
56.8,59.55,54.7,7.4,12.05,673
59.05,64.15,55.4,8.2,14.95,772
64.25,79.5,55.6,3.75,8.9,822
63.3,74.75,57.85,6.9,10.95,936
64.05,73.45,58.4,5.7,10.5,841
71.3,82.6,62.95,10.35,18.55,882
76.15,84.2,69.55,4.95,10.5,871
78.5,86.55,70.15,9.7,19,887
74.35,82.2,64.95,6.35,13,770
61,68,56.9,6.05,13.5,824
71.2,82.6,64.05,4.9,10,887
67.05,77.1,61.35,4.85,8,864
63.95,68,61,3.55,8.95,867
65.9,75.2,60,2.95,7,829
71.05,77.55,66.4,2.65,6.5,859
63.6,72.95,59.2,5.35,11.55,855
59.4,62.15,57.1,5.75,10,825
66.35,81.4,59,4.8,9.5,895
76.7,83.65,70.5,6.75,12.5,853
76.9,84.8,70.45,9.4,16.05,905
78.2,84.95,72.05,10.3,15.45,801
72.6,83.25,63.3,8.85,14.45,998
68.2,78.9,56.75,6.65,11.45,819
60.65,67.4,55.35,4.75,8.45,886
65.25,68.55,61.45,4.65,8.45,838
69,76.65,61.8,5.25,12,897
72.95,84.35,65.2,7.65,14.95,872
76.4,82.95,71.45,6.7,10.5,897
76.7,81.85,66.2,7.1,14,817
69.4,78.55,64.65,5.75,11.45,855
66.35,69.6,61.5,4.3,9.4,820
69,75.75,63.15,4.25,9.4,943
74.85,78.1,71.6,4.65,9.9,808
74.3,78.45,69.25,6.1,8.9,849
70.75,80.45,64.9,3.85,8.95,811
64.1,72.5,56.75,6.75,10.45,817
62.25,65.95,57.95,5.5,9.4,843
65.1,70.95,59.3,4.35,8.95,807
68.75,73.2,64.4,6.1,10.95,874
68.9,74.1,63.85,3.3,7,868
70.25,74.95,65.6,3.55,8.45,844
73.5,83,67.75,3.9,10,810
78.5,87.25,71.4,8.1,15.55,832
69.45,85.2,63.15,12.1,17.6,861
63.3,66.45,61.25,8.5,13,852
69.2,72.95,65.75,8.15,13.5,924
71.6,76.65,68.6,5.4,8.45,875
76.85,84.55,70.25,5.8,14.1,890
64.3,75.8,60.5,12.6,18.55,873
64.7,72.25,59.7,4.3,8.9,803
66.2,71.25,62.4,4.9,11.95,792
70.4,82.3,63.15,5.1,10,859
73.3,80.15,67.9,4.4,10.5,1071
69.25,74.85,65,3.95,7,894
72.45,82.1,66.75,3.5,10.5,845
73.1,79.4,68.65,4.4,9.05,780
69.85,73.4,66.55,5.1,8.9,825
69.3,71.5,66.3,6.9,10.95,808
71.35,73.5,68.55,6.55,10.95,842
71.6,74.55,69.9,8.85,12.55,819
71.25,73.35,68.65,9.2,12.5,886
71.1,73.75,69.35,7.7,10.5,855
70.85,74.5,67.85,7.15,13,873
66.35,71.9,62.3,6.55,13,759
67.75,78.45,60.35,5.05,9.4,855
65.75,69.1,63.5,7.3,10.95,795
65.65,76.5,56.95,5.4,8.95,863
71.5,79.6,63.9,5.35,8.95,853
69.4,77.45,65.1,6.5,11.55,862
67.85,76.65,64.5,5.2,8.9,815
76.6,83.9,72.25,7.25,15,776
77.35,84.65,70,5.1,9.9,834
74.8,82.75,70.8,5.45,8.45,778
76.2,84.85,71.5,4.4,8,816
74.25,79.1,69.15,3.25,11,822
74.05,79.7,70.9,4.45,10.95,856
77,84.1,72,4.3,8.95,777
74.05,79.6,70.15,4.1,9.55,804
71.35,73.35,70.25,5.35,9.4,781
69.55,71.3,67.2,8.65,12.05,738
74.85,83.75,70.7,7.3,9.9,884
77.35,83.55,73.9,9.5,13,867
76.35,84.15,70.15,5.7,10.95,830
77.4,82.85,72.95,8.75,13.5,1004
74.3,80.85,70.25,4.95,8.9,799
74.4,82.1,67.45,3.9,7.95,722
75.6,84.3,69.85,9,15.45,748
80,87.05,71.3,8.75,13.95,843
65.75,70.7,62.3,6.95,11.45,813
66.45,72.25,60.75,4.35,7.95,823
68.4,74.2,62.8,4.35,8.45,687
69.7,76.1,65.65,5.55,9.4,786
72.5,79.25,65.45,10.2,16.5,706
55.4,74.85,50.8,8.4,14,748
54.05,56.65,50.45,9.05,14,718
48.2,54.55,42.55,7.5,12.05,684
55.7,65,49.75,4.6,8.45,759
58.1,63.5,54.95,4.1,8.45,737
56.5,61.5,49.45,4.95,8.95,748
58.6,64.6,51.8,4.4,8.45,796
60.3,64.4,53.85,4.35,10,867
63.6,73.2,56.65,7.85,12.55,876
68.45,77.55,63.05,8.45,14.5,846
64.35,72.65,58.9,8.15,15.55,791
56.2,59.65,50.5,7.65,13.5,767
59.7,69.45,52.9,5.55,9.4,834
62.5,67.3,56.2,3.8,7.5,836
63.65,70,59.2,2.55,6,750
64.2,68.75,59.3,2.9,6.5,879
64.6,68.45,59.8,3.2,6.5,891
64.05,68.1,59.25,2.8,7,837
67.35,81.4,59.7,2.45,7,798
55.6,61.55,53.05,11.8,16.5,780
58.6,67.4,54.35,8.35,10.95,972
66.35,72.35,63.1,5.9,9.4,801
61,68.55,51,8.25,15.55,777
43.95,50.65,37.65,9.4,14.1,722
47.1,54.05,41.65,7,13.5,716
54.15,60.35,48.75,6.25,13,722
56.65,67,48.9,6.85,12.5,758
57.2,66.35,48.65,5.95,11.45,746
55.45,64.1,50.1,5,8.95,686
52.55,55.75,48.1,5.7,9.9,741
52.6,55.65,45.6,6.55,11.55,800
53.45,61.4,46.75,8.4,13.5,691
59.95,67.55,52.15,5.55,11.55,705
62.95,69.45,58,7.8,13.95,730
54.25,61.6,52,6.95,13.05,773
54.35,56.55,52,6.9,12.05,746
55.8,61.4,51.8,7.35,12.05,868
49.65,59,46.2,8.8,15,837
46.85,54.6,39.75,5.9,12.5,744
53.45,58.9,45.5,8.15,13,757
51.25,57.1,49.4,10.7,15.9,777
48.3,51.9,44.35,5.9,11.45,727
49.5,59.25,41.8,6.4,10.45,776
57.2,65.75,47.5,4.3,7,879
63,72.4,55.15,6.5,10.95,802
55.25,69.1,48.9,5.5,8.95,750
62,75.75,52.25,8.6,13.95,812
61.7,74,54.45,11.3,17,770
47.95,59.8,45.35,7.25,11.45,793
45.6,51.1,39.3,4.5,8.9,779
42.65,50.1,33.9,13.2,27.5,824
39.15,44.05,36.8,17.4,28.55,896
40.3,50.9,32.9,6.15,12.05,726
51.35,62.4,39.85,10.2,13.5,773
55.45,62.15,46.5,11.75,17.6,775
48.25,61.25,40.55,5.75,10.95,742
48.15,59.85,41.1,11.4,18.05,668
40.05,47.6,37.1,7.7,13.5,780
43.75,46.85,39.2,9.65,15,744
42.2,51.15,36.3,7.65,16.5,684
50.95,62.25,40.55,7.55,17.6,775
50.6,60.3,37.55,8.9,13,674
31.15,47.95,27.95,9.35,14,595
27.4,30.85,25.35,7.7,11.55,661
27.2,29.3,24.9,6.3,10,752
26.8,31.1,22.1,4.65,7.95,749
29.35,31.9,24.35,6.35,9.4,675
21.4,32,14.65,8.95,15.55,624
14.55,22.3,11.5,12,17,624
23,30.9,14.35,10.25,14.5,633
23.9,29.75,18.25,9.65,13.5,633
22.95,33.45,15.55,7.8,13,730
38.05,51.8,23.2,10.1,15.45,728
50.4,52.7,41.45,9.85,14,688
42.85,52.1,30.5,8.9,18.05,590
25.8,39.75,22.1,10.15,18.1,662
24.75,28.45,22.1,4.75,8.45,677
27.45,31.45,22.7,7.75,12.5,453
23.75,31.7,19.45,7.3,14,604
38.8,51.3,25.95,10.45,17,705
48.7,53.95,33.55,10.05,18.05,722
25.15,44.35,19.2,10.15,15,810
27.05,32.05,21.1,9.95,14.5,649
31.85,38,25.45,8,12.5,750
31.05,35.95,27.15,5.9,9.9,691
34.4,36.85,30.15,4.95,9.4,801
37.25,38.5,34.25,10.1,16.05,660
34.5,38,31.45,9.15,13.5,595
34.85,37.35,32.7,8.3,12.05,707
36.2,38.1,33.65,9.75,15.55,652
33.15,36.3,32.1,8.8,11.55,726
30.2,33.45,25.6,6.5,8.95,637
29.35,37.3,24.45,6.8,10.5,726
39.85,47.55,29.75,5.85,11.95,768
48,52.05,40.65,6.45,12.5,713
45.05,50.4,41.45,8.85,12.5,728
42.05,45.75,37,7.05,15.05,660
29.1,40.9,25.45,8.55,14,736
25.85,29.1,24.5,4.35,7,666
30.15,32.8,25.8,4.35,10,768
32.05,33.25,29.35,4,7.5,738
33.55,36.5,31.65,7.1,12.5,650
34.05,38.3,31.2,8.2,12.5,647
44,48.45,35.5,9.6,14.95,673
40.6,46.75,37.85,4.2,8.95,568
37.25,42.25,34.5,8.8,12.5,439
41.7,49.55,35.45,9.6,14.95,624
45.35,49.45,36.15,10.3,16.05,716
31.15,41.9,26,6.6,11.55,632
30.3,34.7,26.25,7.35,14,677
21.2,30.5,14.25,8.05,12.05,571
12.45,22.2,6.15,9.4,14,584
23.2333333333333,27.9666666666667,17.4333333333333,14.3666666666667,19.6333333333333,1184
27.8666666666667,32.1666666666667,20.7666666666667,7.93333333333333,14.9666666666667,673
32.5,34.0333333333333,28.3333333333333,6.73333333333333,13.0333333333333,648
30.1,35.5,16.3,10.8333333333333,21.7,513
4.2,20.9,-1.46666666666667,12.6,20.3,521
8.23333333333333,11.7333333333333,2.63333333333333,9.53333333333333,20.4,502
4.63333333333333,10.7666666666667,0.5,15.9666666666667,24.3666666666667,473
-0.633333333333333,11.1666666666667,-6.7,15.4333333333333,30.7333333333333,447
9.46666666666667,18.7333333333333,1.03333333333333,15.3,23.6333333333333,588
7,18.7333333333333,0.633333333333333,12.0333333333333,19.7,645
26.4666666666667,32.6666666666667,13.8,11.1,18.7,648
25.2,30.5,19.1,14.1,28.6666666666667,607
18.6333333333333,26.1,15.4333333333333,13.2333333333333,27.9666666666667,611
14.1,21.2666666666667,8,6.9,12,675
22.6666666666667,35.1333333333333,12.7666666666667,11,19.6666666666667,761
29.8666666666667,33.9333333333333,23.3333333333333,7.53333333333333,13.6333333333333,709
36.1666666666667,43,28.3666666666667,15.6333333333333,23.7,741
38.3333333333333,41.6,33.1666666666667,11,19.3,696
33.7,38.8,29.8333333333333,5.73333333333333,10.0333333333333,707
34.0333333333333,37.6333333333333,31.7333333333333,5.33333333333333,12.6,792
32.1666666666667,35.3666666666667,31.1666666666667,10.8,17.0333333333333,743
31.2,32.6666666666667,30.0666666666667,7.06666666666667,14,750
30.9666666666667,32.5,29.7666666666667,9.93333333333333,18,800
34.4333333333333,43.1333333333333,29.9,10.0333333333333,15.6666666666667,756
32.1666666666667,38.8666666666667,26.9666666666667,14.5,29,646
24.8,30.1333333333333,21.2,10.5666666666667,22.9666666666667,656
27.3666666666667,29.1666666666667,24.7333333333333,8.83333333333333,14.6333333333333,674
28.1333333333333,33.2333333333333,23.7333333333333,9.53333333333333,21,646
35.0333333333333,37.4666666666667,29.2666666666667,12.6666666666667,20.2666666666667,703
27.7666666666667,36.4333333333333,22.6333333333333,13.4,26.9666666666667,714
29.5666666666667,37.5333333333333,23.6,7.16666666666667,14.3,635
29.9666666666667,35.9,23.2333333333333,17.7666666666667,38,548
18.3,25.7333333333333,11.2666666666667,19.7333333333333,350.333333333333,473
15.9666666666667,26.0333333333333,9.16666666666667,8.5,16.3,508
23.7,28.3333333333333,15.8,7.7,15.6666666666667,577
12.9333333333333,21.5,6.26666666666667,10.3,17.6666666666667,571
19.2,31.3333333333333,9.76666666666667,11.0333333333333,20.3333333333333,692
33.2666666666667,42.6333333333333,23.6333333333333,9.5,16.7333333333333,678
38.0333333333333,43.4666666666667,30.8333333333333,11.5,23.3666666666667,614
28.0666666666667,35.7333333333333,25.7,19.4666666666667,26.4333333333333,606
