avg_temp,max_temp,min_temp,mean_wind_speed,max_sus_wind_speed,crime_count
67.8,82.6,55.9,4.6,8.9,1077
70.5,79.7,63.7,5.6,8,997
66.1,68.9,61.5,4.4,12,1069
66.8,72.3,61.7,6.8,9.9,1057
67.6,75.2,60.6,9.1,20,1039
60.7,67.1,54.7,6.1,14,1126
65.6,72.5,62.4,5.6,11.1,1050
63,64.8,61.7,7.2,9.9,1039
65.6,71.1,63,6.7,9.9,1083
77.3,87.8,69.1,7.9,12,1134
67.6,79.3,63.3,4.8,8.9,1125
74,88.3,65.8,8.8,16.9,1086
74.3,84.9,61.5,14.3,19,1150
,,,,,1096
56.7,57.7,54.3,11.8,16.9,974
56.6,59.2,53.2,4.5,9.9,969
56.6,63.3,49.1,3.9,8.9,1084
62.8,75.4,53.4,4,8,1072
64,73.4,60.6,7.5,15,1001
61.6,72.5,52,4.4,9.9,1238
55.8,69.3,48,13.9,22.9,905
51.9,53.4,48.9,15,22,886
51.2,55,46,6.3,14,985
51.8,59.7,44.2,3.9,8.9,1046
59.4,76.5,49.5,3.6,8.9,1122
62.5,72.1,53.8,4.4,8.9,1069
63.5,78.4,52,5.1,11.1,1183
67.4,74.3,58.5,4.8,9.9,1099
72,83.5,61.3,3.8,7,1095
68.3,79,60.4,4.1,9.9,1018
61.1,65.8,58.5,5.2,8.9,1096
60.1,62.4,56.1,6.6,13,1038
55.5,64.9,45.7,4.8,9.9,1038
56.6,63.3,49.3,10.5,18.1,1160
55.9,70.2,46.8,6.5,15.9,1010
58.9,67.3,56.1,7.2,14,979
55.8,57.9,51.6,6.2,11.1,1032
52.6,59.9,45,4.3,8,1034
55.8,70,48.2,6,11.1,1053
52.7,67.1,44.4,7.6,13,1066
50.9,64.9,41.9,3.9,8,1067
60.3,66.2,54.9,8.7,15,1001
66.5,71.8,61.2,8.1,13,948
64,71.2,59.2,6.3,13,1034
65.5,70.7,58.8,15.4,22,1091
58,65.1,53.6,14.9,22,1027
45.6,58.1,42.3,9.6,15,989
41.4,49.5,34.7,5.5,9.9,1084
50,62.1,43.5,9,15,992
48.5,57.9,45.5,10.3,12,1005
46.2,49.3,41.2,7.3,12,1114
45.8,50.2,40.5,7.8,11.1,1044
43.9,51.3,38.1,5.7,9.9,972
46.8,50.2,42.6,9.5,19,963
39.9,45.1,34,14.9,25.1,1010
37.4,45.1,31.6,6.4,12,937
44.2,59.5,35.4,8.3,12,944
52.9,66.9,43.2,5.6,11.1,1053
55.1,62.1,47.8,5.2,11.1,1120
57.8,68.7,47.1,5.8,9.9,1108
57.9,69.3,50.2,6.7,8.9,1044
52.5,56.1,50.5,7.1,9.9,1057
52,57.4,45.3,8,12,946
42,48.2,38.8,9.7,14,899
43.4,52.3,37.4,6.3,11.1,1032
43.7,48,36.7,5.8,9.9,940
42.9,46.8,38.5,6,8.9,928
39.1,44.2,34.2,6.4,11.1,940
37.6,50.7,30.7,8.3,16.9,1093
42.3,48.4,38.1,6.6,12,953
47,56.5,41.5,9.4,15.9,912
60.9,65.8,56.5,11,16.9,906
38.9,61.2,28.4,9.2,13,932
33.1,37.2,30.2,11,25.1,947
38.7,41,32.2,8.7,18.1,666
25.4,33.1,19.8,9.8,15,868
29.3,34.5,23.4,7.3,12,854
32.7,43.7,26.2,6.4,13,892
41.4,50,37,10.3,15,917
41.7,50.4,29.8,10.3,15,891
25,29.1,22.6,10.8,15,945
27,32.5,24.1,7,11.1,974
28.3,31.6,22.3,4.5,7,929
30.7,35.4,28.2,5.7,11.1,858
26.8,33.1,22.8,7.9,11.1,767
16.6,22.6,11.7,7.9,13,774
18.9,21.9,15.1,8.5,14,887
17.4,25.2,12.2,4.7,6,802
19.5,24.8,15.1,5.9,12,854
31.5,39.6,25.2,8.7,15,961
33.5,37.9,30.6,6.5,15,811
27.6,37.9,21.9,13.4,26,670
15.2,21.7,10.4,14.2,23.9,729
13.7,21,9.1,6.8,12,814
15.1,23.2,9,2.8,5.1,906
23.5,28.2,18.1,3.9,9.9,860
20.5,27.3,13.6,6.3,9.9,911
15.9,20.7,12.7,7.6,9.9,801
18.1,23.2,14.9,5.4,8,751
17.7,26.1,12.6,4.3,8,839
28.2,31.1,24.8,7.5,9.9,815
28.9,34.3,18.9,6.8,15,883
28.8,33.6,23.7,5.4,9.9,856
29.7,31.3,28.8,5.9,9.9,744
30.5,32.2,29.7,7.5,16.9,503
30.4,32.5,28.2,10.7,16.9,612
23.9,29.5,17.4,6.9,9.9,687
19.4,28.6,14,8.9,12,813
24.9,35.8,18.9,7.5,13,797
39.5,46.4,35.4,10.1,14,852
49.2,54.1,46.6,9.8,14,832
36.7,55.8,20.1,10.3,15,1536
17.9,25.2,13.5,8.9,14,711
27.3,35.4,23.5,7.6,9.9,885
28,33.6,21.2,6.4,9.9,845
19.4,30,12.7,5.5,8.9,896
28,32,24.4,7.2,11.1,887
20,23.7,17.6,6.5,9.9,937
16,23.7,10,9.3,12,837
20.5,30.2,13.8,4.6,12,749
25.3,29.1,22.3,4.1,8.9,918
25.2,27.7,22.5,7.8,13,845
25.4,28.6,22.6,9.3,13,910
24,27.3,20.7,5.2,8,937
20.1,26.6,16,5.6,8,987
24,26.8,21.7,8.2,11.1,895
20.4,23.5,14.7,5.1,8,769
25.2,33.6,18.3,10,14,809
32.4,35.4,27.9,9.3,15,884
24.3,28.2,20.7,7.2,12,931
19.5,23.4,18,5.4,11.1,818
7.8,16.7,0.1,7.8,15,840
10.6,18.5,5.5,6.8,11.1,755
13.4,19.8,7.9,6.5,9.9,811
20.5,30,15.3,7.7,11.1,844
24.9,29.5,21,5.9,11.7,914
27.7,29.3,23,4.4,6,919
21.2,26.2,17.8,6.5,12,842
26.3,31.8,21.6,5.3,8,902
29.6,34.3,26.2,6.5,9.9,826
30.2,31.6,28,6,13,756
23.7,29.1,19.2,12.8,16.9,794
21.3,23.5,19.4,17.4,27,697
22.2,24.3,19,22.6,35,320
11.7,21.9,1.4,6.8,12,524
13.6,25.3,7,9.2,13,669
20.5,28.6,14.7,6.4,11.1,705
28.3,31.6,24.4,5.4,8.9,653
28.8,31.6,24.8,6,9.9,762
19.6,25.7,12.7,7.4,13,718
7.5,13.8,3.6,8.2,11.1,762
4.8,13.8,-4,7.4,13,780
16.6,24.3,11.8,6.7,13,890
30.4,36,24.3,6.9,11.1,828
38.1,45.3,34,10.4,14,780
40.7,46.9,35.1,11,18.1,875
32,37.2,26.8,7.2,12,920
41.6,50.5,36,7.6,13,935
51.7,57.4,47.1,10.8,16.9,980
48.3,57.2,39,11.1,18.1,1070
33.4,44.4,29.1,8.8,13,882
32.7,37,28.8,9,14,761
32.5,34.5,29.1,14.3,19,705
24.4,28.9,22.5,8.4,15,855
26.8,33.3,24.3,6,8.9,860
33.4,35.1,31.5,7.7,14,882
31.7,33.6,29.7,13.4,20,910
30.2,32.5,28.2,3.7,8.9,856
32.6,37.8,28.4,5.2,8.9,783
31.6,33.1,28.8,14.1,19,866
40.2,43.2,35.8,11.8,15,1055
33.7,43.9,26.8,9.6,15,822
32.6,43.3,26.4,10,13,932
43.9,57.4,40.6,6.8,13,941
33.9,37.9,29.3,17,22.9,782
29,30.2,27.9,13.9,19,723
30.1,34.3,26.2,4.7,7,847
34.7,38.7,32.2,6,11.1,916
41.8,47.8,36.3,5.8,12,931
34.1,36.9,31.8,9,14,946
35.4,46,30.2,5.8,8.9,1075
41.3,45,37.2,10.1,14,959
31.1,36.7,26.2,6.2,11.1,777
32.8,35.1,31.1,7.2,12,918
34.5,35.8,33.4,7.7,11.1,930
43.9,59,35.8,4.7,8,1053
55.7,67.3,48.2,10.5,25.3,1077
51,66,39.7,7.1,14,1103
37,40.1,34.2,5.1,9.9,928
41.9,46,35.8,9.1,16.9,806
47.3,62.1,41.9,5,8,984
39.1,40.6,37.8,10.4,20,916
39.6,44.6,34.7,8.7,16.9,936
30.8,34.3,29.3,14.4,18.1,893
29.1,31.1,27.9,8,11.1,1022
28.5,29.5,27.5,14.2,15.9,862
29.8,31.3,28.2,13.9,21,845
29.8,32.4,28.6,11.4,15,899
32.1,35.4,29.5,8.9,14,917
35.3,37.9,33.8,9.1,11.1,938
34.7,37.6,31.1,5.6,9.9,959
37.3,44.6,32.2,4.2,8,1079
43,52.2,38.5,6.5,11.1,1106
50.4,75,39.9,9.2,22.9,947
58,75.4,45.5,11,16.9,1031
43.6,52.2,36.7,7,11.1,992
48.2,56.8,42.1,7.6,12,1029
39.2,41.7,37.6,6.5,8.9,970
41.1,43.2,39.6,8.4,13,1028
44.8,48.4,41.7,4.7,8,948
67.3,81,45.9,10.6,21,1113
62.9,79.7,52.7,10.2,21,1006
43.8,51.6,40.6,11.4,15,969
45.5,55.8,39.7,3.9,8,1034
45.5,54.9,40.1,11.3,21,1028
45,50.5,40.8,15.2,20,1022
47.1,51.3,36.3,10.1,15,924
41.7,50.7,35.6,10,14,913
40,49.3,34.2,12.3,16.9,904
38.6,41.2,36.5,16.1,20,777
39.3,43.2,36.1,10.6,16.9,880
40.3,43.2,36,5.6,12,892
43,48,41,9.4,19,894
54.7,64.9,44.1,9.3,15.9,984
49.3,59.2,43.2,6,11.1,848
43.8,45.7,42.8,7.5,13,930
54.6,66.4,44.4,11.1,22,947
53.1,62.4,48,5,12,988
44.6,54,41.7,8.4,15,963
45.7,53.6,39.6,6.5,9.9,979
56.6,72.7,49.1,10.9,18.1,976
61.9,71.4,55.9,10,15,1142
50.2,56.3,46.4,5.8,12,966
42.7,44.1,41.5,10.6,15,993
43.2,47.5,39.7,8.3,12,1025
50.4,60.3,43.5,7.7,15.9,1078
56.8,67.3,47.3,6.9,11.1,1062
56.7,62.4,50.7,5.2,11.1,973
48.3,53.8,44.2,7.7,12,942
57.5,69.8,48,8.3,14,1057
66.8,81.5,58.5,8.9,13,1076
71.6,81.9,63.1,6.1,12,1111
67.4,86.5,54.9,4.7,8.9,1045
64.8,81.7,49.3,6.7,18.1,1174
45.8,49.8,43.9,17.8,22,929
44.5,46.2,42.1,20,22.9,918
43.8,45.3,41.9,15.9,21,968
45.4,49.5,42.4,11.6,16.9,1040
47.4,49.3,46.4,8.9,12,955
51.5,58.1,46.6,5.5,9.9,1060
51.1,56.3,47.5,3.3,8.9,1115
58.8,74.1,45.9,6.2,14,966
72.1,84.9,65.1,9.2,16.9,1015
72.1,80.2,65.5,9.8,15.9,1053
59.1,78.3,46.4,8.7,15.9,1038
51.4,62.8,45.1,7.6,15,976
45.7,48.2,43.3,18.6,22.9,949
45.7,47.8,44.1,11.4,19,1032
55.1,62.4,46.9,5.4,9.9,948
56,68.7,51.6,5.2,15,882
75.6,88.5,67.1,8.4,19,1004
81.2,87.4,76.5,11,15.9,1091
74.9,82.2,67.1,7.6,13,1216
61.9,81.7,54.1,6.2,9.9,1177
65.6,85.8,52.5,6.7,13,1113
78.3,88,65.8,8,12,1101
65.9,72.9,57,3.2,7,1032
70.1,92.3,57,5.9,14,1071
85.7,95.7,77.5,7.3,11.1,1096
86.4,93.6,78.4,9.2,16.9,1081
65.7,91.9,49.8,10,16.9,962
53.9,64,49.5,8.8,14,1148
54.7,59.4,52.3,5.8,12,1020
53.6,56.3,51.6,6.9,12,1006
56.8,62.4,53.2,6.4,8.9,1054
59.3,66.9,55.6,5.2,11.1,1101
64.3,69.1,57.2,9.2,15,1106
68,79.7,61,5.1,8.9,1029
66.5,71.6,62.1,4,8,1175
63.8,72.3,60.1,5,8.9,1058
66.7,72.7,61.2,4.2,8.9,1049
71.7,77.9,67.3,5.9,13,1107
78.9,87.6,73.8,8.9,13,1067
72.1,84.6,68.9,10.9,27,1039
67,71.4,63.5,8.9,12,1046
64.1,67.1,60.3,5.7,9.9,1029
66,67.5,63.7,4,7,1112
65.6,68.7,60.8,4.6,9.9,1097
69.9,79.3,64,6.3,12,999
71.9,79.7,65.8,5.8,8.9,1079
67.6,74.8,64.4,3.6,8.9,1107
72.8,86.4,64.2,4.6,9.9,1032
72.7,84.9,67.5,10.7,23.9,1132
81.3,92.1,73.4,6.8,11.1,1131
69.9,73.2,63.3,5,9.9,983
70,79.2,65.5,3.1,6,1030
76,82.4,69.1,3.8,7,1146
76.9,87.1,71.2,4.5,9.9,1087
70,70.9,68.4,5,8.9,1073
69.9,75.9,66.4,5.7,9.9,1028
73.7,87.6,66.4,4,11.1,1073
81.9,88.3,74.3,6.9,13,1079
81.4,89.8,73,5.8,9.9,1090
77.7,87.8,71.6,5.3,13,1089
69.6,72.9,66.4,10,13,1118
69.3,73.6,65.5,7.5,11.1,1068
72.9,76.3,70.7,6,8.9,1189
75.5,84.6,71.8,3,7,1103
80.6,91.6,73.4,4.7,9.9,1042
86.2,91,80.6,7,14,1051
79.7,90.5,73.9,5.9,9.9,1069
82.3,97.5,73.6,4.8,11.1,1019
88,100,80.8,6.7,9.9,1010
80.1,88.7,70.9,5.8,12,1128
76.6,82,70.2,5.4,13,1038
77.4,83.7,71.6,4.4,13,1001
74.4,76.6,72.5,4.7,15,1062
74.8,77.4,72.9,5.4,9.9,1039
75.5,89.1,72,7.6,14,1094
79.8,87.8,74.5,6.8,9.9,1090
76.4,83.5,73.9,5.2,12,1066
74.4,78.3,69.1,3.1,7,1075
80.5,90.3,73.8,4.2,8.9,1049
82.9,88.9,76.1,4,7,1231
83.9,90.9,79.2,5.7,12,1022
78,89.6,73.9,8,12,1126
74.4,77.2,72.3,6.1,9.9,1146
74.9,78.3,71.4,5.8,9.9,1146
76.3,78.4,74.7,4.4,8,1106
77.7,86.7,71.1,4,8,929
73.7,75.7,70,5.2,8.9,923
73.3,81.7,66.2,6.6,15,997
70.4,77.5,64.6,6,12,1016
69.8,75.6,61.7,5.1,8.9,1053
72.8,80.2,66.2,6.7,13,1130
74.4,83.1,68.5,5.6,8,1038
69.1,70.9,66.4,13.1,20,972
68.5,73,61.5,6.2,13,1035
72.1,79.3,63.7,3.4,8.9,953
74.1,82.6,66.7,5.1,9.9,1032
75.4,81.5,72.1,5,8,1072
73.9,78.8,69.6,4.2,8,1169
74.4,78.4,68.4,4.6,8,1082
72.1,75,69.8,4,9.9,1007
71.3,76.6,63.7,4.2,7,1020
69.8,75,64.8,6.4,15.9,990
77.5,91,71.2,8.3,12,1031
73.5,88.3,66.9,7.1,11.1,1091
69.5,74.5,63,4.6,8,1049
72.7,75.2,68.5,6.3,15,1050
70.6,72.7,68.4,11.8,15,1009
69.5,73.8,62.2,5.2,7,1034
70.9,77.4,64.9,4.9,7,1044
74.9,87.6,66.2,7.3,13,1078
82.2,92.5,74.3,4.1,8.9,1178
85,92.7,78.8,6.5,8.9,1089
76.9,82.2,72,4,8,996
70,73.6,66.2,4.8,11.1,971
62.3,67.8,56.1,12.6,18.1,935
60.4,62.8,57.2,13,15.9,942
63.3,65.7,60.1,13,16.9,992
65.9,68.2,62.8,13.4,18.1,934
65.7,68,63.7,9.4,15,1075
66,70.2,61,3.8,7,1091
70.1,81.5,62.6,2.8,7,965
74.1,83.3,65.5,5.5,12,1054
71.2,80.4,64.4,8,12,1029
59.9,64,56.8,5.1,9.9,983
53,57,45.7,7.9,13,963
54.2,57.6,49.5,4,7,1064
59.6,67.5,55.2,7.6,11.1,978
60.4,66.6,56.5,6.9,14,918
64.9,66.6,63.3,6.1,13,989
61.7,72.7,53.8,4.1,8,968
66.6,71.2,61,7.1,12,977
59.9,68.5,54.1,4.7,7,1130
56,61.3,51.3,4.7,9.9,1014
55.6,59.7,52.2,4.3,8.9,949
58.4,63.9,55.8,5.6,9.9,908
58.8,63,54.7,8.8,15,942
56.6,59,54.7,7.6,13,947
57,60.8,54.9,4.2,12,937
58.1,64.4,53.2,4.7,11.1,986
53.9,63.1,50.4,11.9,20,1022
50.7,52.7,49.1,16.6,21,1072
52.2,57.4,43.3,7.6,13,927
54.9,60.6,48.9,3.8,8,938
57.2,69.1,49.5,3.4,6,970
62.6,76.3,54.7,3.1,6,966
64.8,71.1,57.6,4.5,7,971
70.4,83.7,60.3,6.2,11.1,1055
71.8,81.5,61,6.7,9.9,1015
66.6,77.5,59,4.5,9.9,1003
66.3,76.6,59,4.7,9.9,896
66.3,73.4,60.8,3.9,8,1025
64.1,72.1,58.1,4.6,8,1066
62.1,71.6,58.6,4.9,13,828
55.4,60.4,49.5,6.7,12,1021
54.4,61.2,47.7,8.2,12,962
55.2,59.2,50,4.8,8.9,893
50.7,57,42.1,7.2,11.1,918
47.7,54.1,41.7,6.2,14,919
48.3,50.9,46.8,19.1,28,878
44.9,47.8,42.3,16.2,30.9,888
44.7,51.6,38.5,4.7,8.9,1009
62,65.3,55.8,6.4,8.9,1010
55.4,66.7,45.3,3.8,6,1041
57,62.8,47.5,6.2,14,1023
58.8,72.9,50.4,8.7,15.9,1060
53.9,70.7,48.6,11.3,16.9,977
47.1,49.1,43,9.1,15.9,956
44.8,53.4,37.9,4.1,8,1045
47,54.7,38.5,5.3,9.9,948
46.6,56.1,40.5,7.7,15,954
47.4,53.8,41.2,5.7,13,1036
49,65.8,39.9,6.3,13,1200
58.7,65.1,53.1,9.2,13,974
49.9,63.7,47.5,17.2,26,861
47,49.1,44.2,11.9,21,1005
46.4,56.3,38.3,7.5,9.9,904
52.4,59,48,11.1,16.9,941
54.2,57.9,51.8,5.2,12,869
51.5,56.7,48.6,7.7,12,871
49.3,59.4,39.6,10.9,22,891
37.4,40.1,34,7.7,12,865
36.1,44.6,31.1,6.3,11.1,957
46.1,59.5,39.2,9.3,14,998
58.7,70.2,54.1,15.9,20,934
50.2,67.6,44.6,4.4,9.9,962
50.3,61.7,41.4,6,14,1057
43.8,57,37.2,7.2,12,884
33,39.2,27.7,7.2,12,910
38,49.3,30.9,10.7,20,930
47.8,54.3,45.1,12.6,21,911
48,58.1,40.6,11.8,22.9,915
41.7,43.9,40.3,10.3,16.9,932
42.9,44.6,41.7,10.7,15,851
41.3,48.9,36.1,6.6,18.1,975
42.7,45.5,40.1,8.5,14,711
46.5,56.8,41.4,10.8,16.9,934
54.6,58.8,51.4,11,14,878
45,58.3,36.5,8.2,14,825
38,39.9,36.3,10,14,898
40.8,42.6,39.2,18.7,27,892
35.3,43.7,27.3,8.4,20,894
37.2,45.5,30.7,6,11.1,1052
38.3,44.1,33.8,5.1,12,999
43.2,50.2,34.9,8.9,13,875
47.9,52.5,39.7,11.5,18.1,884
38.2,41.9,36.1,7.4,15.9,935
36.8,40.3,33.1,14.1,18.1,875
32,35.4,30,6.5,14,834
30.1,36.1,26.4,5.9,9.9,831
28.9,34.9,24.6,6.2,9.9,861
20.1,25,13.8,6.3,11.1,881
30.4,41.5,23.9,9.1,14,836
35.5,44.2,29.7,7.2,9.9,922
40.7,43.5,38.8,4.1,6,975
44.1,51.4,40.1,8,13,910
48.8,57.2,35.2,12.5,15.9,935
32.2,36,27.7,9.5,15.5,950
30,31.8,27.9,4.7,8.9,816
33.1,42.8,26.1,6.6,11.1,832
44.8,51.3,41.4,10.6,17.5,940
38,41.5,36.1,9.3,14,980
39.7,42.3,37.6,4.3,9.9,936
37.9,40.3,34.2,5.6,15,880
32.4,37.4,26.4,9.7,19,923
30.6,38.5,25.9,7.6,15,734
38.1,44.8,34.5,10.5,16.9,518
36,43.7,28,6.7,13,712
37,40.3,34.5,8.7,15,786
28.4,37.6,22.8,6.5,15,852
36.6,47.3,29.5,8.7,15.9,864
40.8,45.3,36.9,4.5,9.9,898
36.8,44.8,31.8,8.8,14,791
39.1,44.8,32,13.5,21.4,1499
25.2,31.5,20.3,12.6,15.9,702
18.9,25.7,13.5,8.8,14,807
30.8,41.2,24.8,9,14,799
36.4,48.6,29.5,6.9,11.1,871
46.5,54,41.4,7.7,11.1,913
42.5,51.1,34.9,6.2,8.9,860
35.2,40.1,31.1,3,6,800
35.8,46,29.7,5.2,12,882
41.1,50.5,33.1,7,13,899
40.5,47.3,33.6,4.6,8,886
33.8,39.6,21.2,5.4,12,745
19.8,25,16,8.7,13,752
17.8,20.5,14.9,5.3,8.9,780
19.4,29.3,14.2,6.2,12,772
34.8,43.7,26.4,10.2,15.9,826
35.8,43.9,27.1,8,15.9,844
18.8,26.1,12,7.3,14,791
21.5,27.9,11.3,10.5,16.9,747
11.6,18.9,6.3,5.8,13,685
23.3,25.5,18.7,10.3,16.9,718
23.7,34.3,15.6,10.4,15.9,682
39.8,46.8,30.9,12.4,19,833
31.3,37.2,27.9,9.1,13,898
30.3,33.3,26.8,2.4,8,962
32.7,34.2,31.8,4.2,8,924
37,43,33.8,5.5,11.1,932
32.7,39.7,27.5,10.2,15,808
30.2,31.5,28.6,9.1,15,813
32.3,51.4,23.4,8.8,18.1,868
49.4,56.3,45.5,13.8,16.9,964
42.5,55.6,35.8,5.8,12,1038
36.8,43.2,34,3.3,8.9,880
36.1,39.4,34.7,5.2,11.1,897
35.7,36.9,33.6,7.8,9.9,848
35.3,38.3,31.5,5.9,9.9,743
31.4,35.1,29.1,6.4,12,765
32,36.3,29.5,8.1,15.9,858
31.6,34.9,29.1,9.7,12,810
27.9,34,21.6,7.2,12,828
31.9,34.3,25.2,8.6,20,775
15.3,21.6,10.6,12.5,18.1,711
22,35.6,16.3,7,9.9,716
28.1,35.8,21.2,5.6,9.9,729
30.9,35.6,28.4,7.3,14,776
36.3,40.8,32.4,7.9,15,927
40.4,45.9,37.4,5.6,11.1,869
37.7,47.5,28.6,6.4,12,984
36.6,47.5,32.2,8.5,15.9,763
30.9,32.2,28.9,8.5,11.1,785
32.9,41.9,27,5.8,9.9,716
38,41.4,32.9,9.9,15.9,850
38.1,41,33.6,6.1,9.9,896
35.9,40.5,32.2,3.6,8.9,817
34,36.1,31.6,12.1,15.9,784
26.4,31.5,20.7,9.1,11.1,792
31.6,50.2,23.7,9.6,21,726
38.2,48.7,31.1,8.8,12,817
32.8,42.3,27.9,5.8,11.1,893
48.2,59.7,39.2,13.2,30.9,875
37.5,45.5,35.2,8.8,16.9,1040
37.1,39.4,35.8,7.5,12,881
33.3,36,30.7,12,15.9,779
30.4,33.1,28.4,6.3,12,757
27.7,36.3,22.5,7.4,14,764
42.8,66.9,31.5,15.4,27,938
59.4,65.7,54.5,18.3,26,950
50.6,63.9,40.1,12.8,22,921
35.6,41.2,31.5,9.9,14,958
36.9,57.9,27.7,10.9,22,890
52.6,66.4,41.7,9.5,13,804
59.8,66.7,51.4,11.9,18.1,911
55.8,61.5,51.3,5.8,8.9,926
61.9,78.4,47.1,8.3,18.1,930
70.9,80.2,63.3,8.1,9.9,1000
54.4,57.9,50,4.2,8.9,956
65.5,78.6,52.2,7.1,11.1,1069
68.5,78.4,60.8,6.4,11.1,919
68.3,76.6,60.1,6.9,11.1,979
73,82.6,66.2,10.4,18.1,992
76.2,84.2,68,9,14,1076
68.1,82.9,59.9,4.4,12,979
56.8,63,51.1,3.4,7,976
,,,,,905
,,,,,885
,,,,,830
,,,,,868
,,,,,911
,,,,,948
,,,,,941
,,,,,878
,,,,,998
,,,,,828
,,,,,883
,,,,,865
,,,,,881
44.7,45.9,43.3,10.9,19,903
48.9,64.8,41.7,6,12,974
56.4,64.2,46.9,7.7,12,820
54.9,61.9,47.1,8.3,14,918
42.4,57.2,35.6,10.7,14,843
39.5,43.7,34.5,8.7,14,919
44.8,55.4,37.8,4.8,11.1,922
53.8,64,46.9,8,14,939
57.9,63.5,53.6,7.1,9.9,944
65.4,74.5,56.5,10.8,18.1,977
60,73,50.4,15.6,21,931
46.8,54.1,43.7,6.4,13,957
53.4,70.2,45,8.7,15,878
55.9,69.3,45.1,8.5,15,961
44.7,49.3,41.9,10.7,20,917
43,44.4,41.5,13.5,22.9,876
44,46.8,42.3,12.5,20,824
45.9,50,43,12.3,16.9,935
48.7,56.7,41.4,5.2,9.9,896
54.1,60.6,50.5,5.4,8,952
49,53.6,43.5,10.2,21,925
42.6,45,40.3,11.4,18.1,962
46.4,48.4,43.3,12.6,16.9,878
47.1,51.3,44.8,10.5,19,803
53,63.5,49.6,5.8,9.9,869
53.4,60.8,49.8,3.5,8.9,1059
66,77.9,54.7,7.8,14,998
74.7,83.5,66,7.8,15,981
62.5,82.6,46.8,9.8,16.9,1030
50.4,53.1,46.8,8.4,13,949
55.1,62.2,50,5.8,11.1,842
56.3,66.6,51.8,4.5,11.1,972
58.6,69.8,51.6,4.1,11.1,1024
55.3,66.9,49.3,7.1,12,976
49.9,53.6,46,5,8,916
59.4,76.1,49.8,5.6,13,996
61.5,75.6,52,7.9,12,932
54,59.2,51.4,7.6,12,819
58.2,68,49.3,3.5,8,1004
69.9,82.4,59.2,6.8,13,1039
57.9,80.1,50.5,9.8,15.9,947
56,61.5,51.4,4.5,8,954
63.1,75.9,56.7,6,8.9,977
73,87.3,65.7,6.3,13,930
78,88.2,68.5,7.9,13,955
61.8,82.8,55.2,9.8,15,886
56.3,59,52.9,8.1,11.1,950
59.1,65.7,50.9,4.8,8,1072
73.5,86,63.9,10.3,21,1023
72,84.9,62.4,9.5,18.1,1083
64.3,69.6,61.3,7.1,15,910
77.8,95.4,65.3,7.8,12,927
84.9,93.7,76.5,11,18.1,1029
78.1,89.2,69.6,7.4,15,1094
66,80.4,59.9,6.4,14,985
53.1,57.4,50,10.1,15,829
53.3,56.7,49.8,12.3,16.9,1216
60.4,73.4,50.7,5.9,9.9,944
67.9,78.8,57,5.6,8.9,991
64.9,74.7,59.7,6.8,11.1,980
59.8,61.5,57.9,7.8,14,950
61.2,66.2,57.7,6.3,12,1024
62.2,68.2,57,4.2,8,990
71.7,85.1,61.3,4.1,8.9,1114
78.2,87.3,68.2,6.8,13,1049
80.4,88.9,71.1,8.1,14,1008
79.1,87.1,71.8,8.1,13,1066
71.1,82.2,64.6,7.1,12,1088
63.2,65.7,60.1,7.2,11.1,1076
66.5,76.5,61.2,7.4,9.9,979
74.1,84.4,67.1,6.5,9.9,1081
81,90.5,73,8.2,15.9,1061
72.6,82.4,67.1,7.6,15.9,946
79.7,89.4,72.1,10.1,21,1067
83.2,89.4,75.9,11.4,15.9,1004
86.35,90.3,80.65,15.35,20.95,1098
77.35,86.8,67.75,10,20.5,1056
71.6,76.7,67.75,8.1,14.95,1120
70.35,74.2,66.3,3.5,6.55,1128
74.2,82.6,69.45,5.2,10,1077
67.2333333333333,71.5,64.3,12.9333333333333,19.3,965
67.3333333333333,71.6666666666667,63.9333333333333,6.26666666666667,16.2666666666667,956
75.9666666666667,88.2,64.9,11,21.9,1046
86.1,98.7333333333333,78.4666666666667,9.3,15.6666666666667,939
76.6333333333333,84.7,70,5.03333333333333,14,1045
76.8333333333333,87.0666666666667,70.7333333333333,6.03333333333333,14.3,1011
77.9,87.8,69.1,3.8,8,1187
78.9,94.1,73.2,4.1,8.9,1056
86,94.1,77.4,6.2,11.1,1059
89.6,99.3,79.9,5.5,8.9,1045
88.7,97.2,79,4.7,11.1,1010
86.7,92.8,81.5,4.2,7,1027
83.3,91.8,75.9,6.1,12,1062
74.6,76.5,73,12.4,15,1092
75,77.7,69.4,6,11.1,1065
74.8,76.85,72.7,9.9,13,1054
74.5,77.5333333333333,71.5,8.2,13.6333333333333,1030
76.7,81.3333333333333,72.4,6.26666666666667,11.2666666666667,1037
78.9666666666667,88.5333333333333,74.4333333333333,5.56666666666667,14.6333333333333,1083
76.5,80.1666666666667,73.5666666666667,5.03333333333333,12.9333333333333,1054
78.5,86.9,71.8333333333333,6,11.3333333333333,1125
84.4666666666667,95.5,76.2333333333333,6.06666666666667,14.0666666666667,988
89.7333333333333,97.3,81.5,8.23333333333333,15.0333333333333,1004
81.0333333333333,94.3333333333333,75.9333333333333,6.2,13.9666666666667,976
75.5666666666667,79,71.9666666666667,8.36666666666667,20.3333333333333,919
73.1666666666667,75.9,71.1,13.7666666666667,20.6666666666667,1072
76.1333333333333,83.6666666666667,70.7,4.86666666666667,11.3333333333333,1065
