avg_temp,max_temp,min_temp,mean_wind_speed,max_sus_wind_speed
33.93333333333334,44.3,30.733333333333334,12.933333333333334,20.666666666666668
45.766666666666666,49.833333333333336,38.36666666666666,13.399999999999999,26.366666666666667
40.333333333333336,47.833333333333336,34.833333333333336,11.6,20.033333333333335
38.233333333333334,41.06666666666667,35.13333333333333,9.466666666666667,24.333333333333336
29.433333333333334,37.46666666666667,23.833333333333332,15.8,27.566666666666666
38.266666666666666,47.5,29.76666666666667,16.700000000000003,25.666666666666664
49.166666666666664,51.03333333333333,42.800000000000004,9.433333333333332,16.666666666666668
38.5,42.5,35.8,8.633333333333333,15.666666666666666
41.03333333333333,45.733333333333334,36.93333333333334,8.966666666666667,16.733333333333334
44.16666666666667,48.93333333333334,40.0,8.7,15.033333333333333
45.86666666666667,50.2,42.13333333333333,7.3999999999999995,12.0
47.766666666666666,52.03333333333333,43.86666666666667,5.966666666666667,10.366666666666667
54.03333333333334,60.63333333333333,48.199999999999996,5.3,9.7
55.7,63.96666666666667,49.56666666666666,3.3,9.033333333333333
48.36666666666667,61.56666666666667,42.93333333333333,14.899999999999999,24.366666666666667
52.0,62.03333333333334,45.93333333333334,8.233333333333334,17.033333333333335
57.46666666666667,65.33333333333333,50.93333333333334,6.1,12.933333333333334
48.233333333333334,61.13333333333333,40.46666666666667,15.533333333333333,31.666666666666668
44.13333333333334,51.199999999999996,41.2,10.6,21.3
50.86666666666667,62.86666666666667,43.233333333333334,6.466666666666667,13.333333333333334
68.39999999999999,80.36666666666667,53.43333333333333,11.9,20.966666666666665
50.3,76.86666666666667,41.13333333333333,18.1,25.733333333333334
43.46666666666667,46.1,41.6,18.466666666666665,26.666666666666668
44.8,48.63333333333333,42.86666666666667,13.333333333333334,21.366666666666667
42.86666666666667,44.199999999999996,41.4,10.766666666666666,18.666666666666668
44.2,46.46666666666667,41.3,13.566666666666666,23.066666666666666
44.166666666666664,45.16666666666667,42.733333333333334,14.566666666666668,21.933333333333337
45.63333333333333,48.83333333333333,42.9,13.166666666666668,20.366666666666667
52.43333333333333,65.73333333333333,43.666666666666664,6.700000000000001,15.033333333333335
50.233333333333334,63.966666666666676,43.766666666666666,15.366666666666667,24.666666666666668
43.9,51.333333333333336,41.266666666666666,19.1,30.300000000000004
59.0,82.16666666666666,44.233333333333334,6.5,15.933333333333334
63.50000000000001,81.2,48.8,14.033333333333333,35.36666666666667
52.800000000000004,66.56666666666668,45.96666666666666,5.633333333333333,13.266666666666666
52.63333333333333,61.36666666666667,48.06666666666667,7.966666666666667,15.700000000000001
51.800000000000004,57.699999999999996,49.03333333333333,9.833333333333334,16.633333333333333
52.06666666666666,56.6,49.33333333333333,4.033333333333333,8.366666666666667
57.9,69.2,48.6,7.066666666666666,16.066666666666666
58.8,67.63333333333334,50.56666666666666,9.666666666666668,16.333333333333336
46.4,59.93333333333333,42.699999999999996,11.933333333333334,21.93333333333333
44.2,50.1,40.43333333333333,8.4,18.333333333333332
56.333333333333336,68.13333333333334,45.86666666666667,10.766666666666667,18.966666666666665
51.833333333333336,65.39999999999999,45.4,11.933333333333334,18.333333333333332
48.96666666666667,54.233333333333334,46.333333333333336,9.5,19.366666666666667
51.266666666666666,58.53333333333333,46.333333333333336,3.8,8.6
54.46666666666667,58.16666666666667,50.06666666666667,4.933333333333334,12.666666666666666
58.0,64.89999999999999,51.733333333333334,10.033333333333333,15.0
59.33333333333333,67.2,53.53333333333333,7.6,14.666666666666666
59.8,68.9,52.36666666666667,6.5,12.3
72.5,86.33333333333333,59.233333333333334,9.966666666666665,21.299999999999997
73.0,84.86666666666666,65.36666666666666,9.233333333333334,17.366666666666667
69.86666666666666,82.89999999999999,59.766666666666666,8.4,17.366666666666667
71.6,80.83333333333333,62.96666666666666,9.4,15.0
72.6,80.53333333333333,64.23333333333333,13.166666666666666,24.03333333333333
73.83333333333333,80.23333333333333,63.733333333333334,10.266666666666667,18.666666666666668
71.26666666666667,78.76666666666667,66.0,4.866666666666666,9.966666666666667
65.3,72.63333333333334,61.63333333333333,4.666666666666667,14.366666666666667
63.3,71.03333333333335,59.96666666666667,4.566666666666666,11.233333333333334
70.53333333333333,77.60000000000001,62.666666666666664,5.633333333333334,13.6
64.56666666666666,73.36666666666666,58.699999999999996,4.3,10.6
69.0,73.53333333333333,63.1,8.266666666666666,20.366666666666667
69.16666666666667,78.5,63.333333333333336,8.8,19.666666666666664
72.06666666666666,81.33333333333333,61.53333333333333,8.6,19.033333333333335
60.699999999999996,73.83333333333333,57.199999999999996,9.799999999999999,16.7
57.666666666666664,61.13333333333333,54.733333333333334,6.833333333333333,12.3
62.53333333333333,69.86666666666666,56.900000000000006,6.833333333333334,13.966666666666667
71.1,91.83333333333333,60.2,7.333333333333332,17.033333333333335
83.16666666666667,91.2,68.30000000000001,7.999999999999999,14.666666666666666
68.8,90.13333333333334,60.96666666666667,12.333333333333332,20.333333333333332
63.03333333333333,73.8,57.96666666666667,6.633333333333333,17.633333333333333
67.8,73.96666666666667,61.46666666666667,6.2,14.299999999999999
74.36666666666666,86.96666666666667,66.9,7.933333333333333,16.7
70.3,85.53333333333333,62.4,9.233333333333334,14.7
64.96666666666667,71.9,61.9,11.0,19.96666666666667
67.86666666666666,74.93333333333334,62.96666666666667,4.566666666666666,8.933333333333334
76.83333333333333,89.13333333333334,65.83333333333333,6.333333333333334,16.633333333333333
83.8,90.26666666666667,73.4,10.566666666666666,20.966666666666665
72.43333333333332,80.56666666666666,68.36666666666667,6.7333333333333325,13.666666666666666
71.73333333333333,75.8,68.23333333333333,5.866666666666667,13.633333333333333
67.66666666666667,72.56666666666666,65.6,7.3999999999999995,16.333333333333332
68.8,73.16666666666667,65.1,8.066666666666666,15.666666666666666
74.76666666666667,85.83333333333333,67.86666666666666,7.466666666666667,15.333333333333334
78.16666666666667,86.63333333333334,69.83333333333333,8.433333333333334,16.033333333333335
80.46666666666667,89.3,72.16666666666667,7.333333333333333,18.633333333333333
65.56666666666666,77.39999999999999,62.4,10.533333333333333,20.666666666666668
65.16666666666667,70.0,59.96666666666667,6.5,10.933333333333334
70.93333333333334,76.73333333333333,63.333333333333336,6.6,13.733333333333334
67.7,76.7,64.23333333333333,11.233333333333333,22.599999999999998
66.96666666666667,70.96666666666667,62.36666666666667,4.866666666666666,10.633333333333333
67.86666666666666,72.53333333333333,62.03333333333333,5.4,11.666666666666666
68.46666666666667,72.66666666666666,64.03333333333333,6.566666666666666,12.7
75.16666666666667,84.83333333333333,67.66666666666667,4.966666666666667,11.033333333333333
77.16666666666666,87.16666666666667,67.83333333333333,8.5,21.366666666666667
76.86666666666667,83.66666666666667,71.0,6.2666666666666675,11.566666666666666
76.86666666666667,87.06666666666666,69.63333333333334,6.299999999999999,18.333333333333332
73.39999999999999,83.53333333333333,68.0,10.433333333333334,16.7
70.4,74.95,65.65,5.25,12.05
78.85,88.8,72.3,9.9,23.5
83.13333333333334,87.83333333333333,78.5,12.133333333333333,19.7
78.99999999999999,86.49999999999999,72.93333333333332,8.966666666666667,16.066666666666666
76.26666666666667,86.43333333333334,68.7,9.966666666666667,20.400000000000002
72.2,83.86666666666667,65.5,7.9,17.366666666666667
67.26666666666667,71.6,63.56666666666667,6.833333333333334,10.6
72.56666666666666,83.03333333333333,66.13333333333333,9.733333333333333,22.333333333333332
75.16666666666667,82.93333333333334,68.93333333333332,6.633333333333334,15.666666666666666
73.93333333333332,77.8,70.03333333333333,3.5,8.066666666666666
77.16666666666666,86.26666666666667,71.23333333333333,4.5,11.633333333333333
79.93333333333334,88.33333333333334,70.83333333333334,8.133333333333333,15.333333333333332
78.13333333333334,87.56666666666668,70.7,6.6000000000000005,17.333333333333332
80.9,85.23333333333333,72.49999999999999,4.633333333333334,16.333333333333332
78.13333333333334,90.26666666666667,69.5,10.666666666666666,21.3
76.03333333333333,82.16666666666667,70.10000000000001,7.5,13.0
75.13333333333334,79.66666666666666,68.96666666666667,3.033333333333333,7.0
76.63333333333334,81.96666666666665,70.46666666666665,3.3333333333333335,8.299999999999999
75.3,79.8,70.89999999999999,3.966666666666667,9.0
73.13333333333334,76.93333333333334,69.96666666666667,5.5,14.733333333333333
71.73333333333332,74.96666666666667,68.60000000000001,8.833333333333334,15.333333333333334
72.13333333333334,75.23333333333333,68.76666666666667,6.233333333333333,11.666666666666668
73.36666666666667,76.43333333333334,69.86666666666666,5.7,12.3
75.3,79.1,71.66666666666666,4.233333333333333,7.3
77.33333333333334,82.66666666666667,72.23333333333333,3.4333333333333336,9.633333333333333
79.23333333333333,85.0,73.7,5.033333333333333,11.966666666666667
78.53333333333333,85.76666666666667,74.13333333333334,5.466666666666667,10.933333333333334
73.96666666666667,78.36666666666666,69.26666666666667,7.466666666666667,13.733333333333334
73.73333333333332,78.13333333333334,68.9,4.466666666666667,12.066666666666666
75.1,78.1,71.83333333333333,9.966666666666667,15.633333333333333
75.9,80.23333333333333,71.36666666666667,6.5,11.299999999999999
78.56666666666666,81.66666666666667,73.03333333333333,3.7,8.6
82.2,91.06666666666668,75.83333333333333,7.766666666666667,20.333333333333332
80.36666666666666,88.73333333333333,72.76666666666667,7.133333333333334,15.333333333333334
76.63333333333333,83.83333333333333,73.10000000000001,5.966666666666667,14.033333333333333
75.13333333333333,81.73333333333333,70.83333333333334,4.733333333333333,9.633333333333333
73.93333333333332,78.96666666666667,71.19999999999999,6.233333333333333,15.0
73.76666666666667,77.83333333333333,70.46666666666667,7.766666666666667,16.633333333333333
77.3,86.1,71.06666666666666,5.4,11.666666666666666
77.06666666666668,85.39999999999999,69.73333333333333,6.1,13.433333333333334
75.06666666666666,83.4,68.96666666666665,7.7666666666666675,19.700000000000003
75.16666666666667,81.36666666666667,69.26666666666667,9.766666666666666,16.4
67.76666666666667,76.16666666666667,61.46666666666666,8.333333333333332,14.733333333333334
69.33333333333333,77.4,61.233333333333334,5.966666666666666,12.7
72.83333333333333,79.6,64.03333333333333,8.166666666666666,17.033333333333335
75.73333333333333,83.96666666666665,69.8,11.6,18.333333333333336
74.83333333333333,82.8,70.66666666666666,4.966666666666667,9.333333333333332
70.86666666666666,75.1,67.3,4.966666666666667,11.033333333333333
73.66666666666666,84.43333333333332,67.73333333333333,7.133333333333334,12.7
75.76666666666667,82.83333333333334,70.36666666666666,4.166666666666666,9.333333333333334
74.13333333333334,78.63333333333333,71.46666666666667,4.8,9.633333333333333
74.83333333333333,81.83333333333333,71.63333333333334,3.9,12.7
71.9,78.13333333333334,69.73333333333333,9.733333333333333,21.7
69.2,72.36666666666667,65.1,13.2,23.299999999999997
68.56666666666666,71.23333333333333,65.06666666666666,10.266666666666667,17.366666666666667
68.66666666666667,71.06666666666666,63.73333333333333,8.4,15.666666666666666
70.5,75.63333333333334,63.96666666666667,6.233333333333333,11.666666666666668
76.23333333333333,87.4,67.16666666666667,9.1,20.3
82.83333333333333,90.53333333333333,73.13333333333333,9.933333333333334,20.633333333333333
83.4,90.16666666666667,77.00000000000001,9.933333333333334,17.7
77.23333333333333,88.53333333333333,71.56666666666666,8.733333333333334,16.96666666666667
74.63333333333334,80.1,70.1,5.233333333333333,12.633333333333333
69.89999999999999,75.8,66.2,6.666666666666666,16.7
66.49999999999999,74.16666666666667,59.13333333333334,7.033333333333333,14.966666666666667
69.89999999999999,78.63333333333334,61.56666666666666,8.433333333333334,16.4
73.96666666666667,84.06666666666666,65.13333333333334,8.333333333333334,13.966666666666667
69.13333333333334,76.23333333333333,65.36666666666666,9.799999999999999,14.366666666666667
69.3,72.16666666666666,65.93333333333334,9.0,14.7
72.66666666666667,81.39999999999999,65.96666666666667,11.3,21.633333333333333
73.96666666666667,81.13333333333333,66.73333333333333,8.066666666666666,16.366666666666667
69.63333333333334,78.66666666666667,63.800000000000004,4.633333333333333,8.966666666666667
73.76666666666667,86.76666666666668,64.86666666666666,8.533333333333333,18.966666666666665
73.03333333333333,84.56666666666666,66.96666666666667,6.4,13.666666666666668
71.03333333333333,77.8,66.9,6.966666666666666,21.366666666666667
72.83333333333334,82.3,66.06666666666666,5.066666666666666,12.3
69.7,76.63333333333334,66.76666666666667,7.299999999999999,12.933333333333334
67.8,70.73333333333333,65.46666666666665,8.8,16.400000000000002
70.93333333333332,83.06666666666668,64.56666666666668,8.633333333333333,15.033333333333333
67.1,81.03333333333333,60.4,10.833333333333334,22.666666666666668
62.36666666666667,69.43333333333334,54.93333333333333,9.166666666666666,19.3
56.56666666666666,67.26666666666667,52.333333333333336,11.466666666666667,20.0
61.9,64.06666666666668,54.56666666666667,16.633333333333333,27.366666666666667
61.666666666666664,63.86666666666667,60.1,13.066666666666666,17.933333333333334
61.03333333333333,62.93333333333333,58.7,7.300000000000001,18.7
60.00000000000001,64.30000000000001,57.63333333333333,5.3,11.666666666666666
61.4,63.96666666666667,58.93333333333334,4.533333333333333,10.033333333333333
63.766666666666666,69.26666666666667,61.0,6.966666666666667,12.6
70.03333333333333,80.60000000000001,63.333333333333336,10.066666666666666,19.033333333333335
66.7,77.36666666666667,62.53333333333333,4.033333333333333,10.366666666666667
66.96666666666667,73.0,58.300000000000004,8.799999999999999,14.7
53.06666666666667,62.36666666666667,45.93333333333334,6.333333333333333,12.366666666666667
56.63333333333333,60.36666666666667,50.46666666666667,7.633333333333333,15.700000000000001
58.83333333333333,64.30000000000001,52.333333333333336,9.0,14.366666666666667
65.06666666666666,73.53333333333333,57.1,8.733333333333334,13.966666666666667
64.16666666666667,71.26666666666667,53.766666666666666,10.733333333333333,21.633333333333333
48.93333333333333,57.96666666666667,43.233333333333334,7.6000000000000005,14.0
54.166666666666664,65.7,45.5,6.533333333333333,15.666666666666666
60.53333333333333,68.96666666666667,51.43333333333334,11.933333333333334,20.366666666666667
67.93333333333334,70.99999999999999,60.800000000000004,9.100000000000001,19.333333333333332
71.53333333333335,82.63333333333334,63.63333333333333,13.566666666666666,27.066666666666666
72.73333333333333,80.96666666666667,61.766666666666666,15.033333333333331,33.666666666666664
60.86666666666666,67.39999999999999,56.5,4.333333333333334,8.666666666666668
56.800000000000004,63.666666666666664,52.36666666666666,13.333333333333334,27.333333333333336
49.0,52.599999999999994,45.43333333333333,14.366666666666665,24.333333333333332
48.5,60.0,41.53333333333333,7.133333333333334,13.933333333333334
58.1,72.63333333333334,47.333333333333336,8.766666666666666,17.666666666666668
53.800000000000004,68.89999999999999,48.13333333333333,12.5,22.666666666666668
50.4,53.300000000000004,47.16666666666667,8.600000000000001,18.0
49.36666666666667,52.9,47.06666666666667,18.7,35.06666666666666
48.6,51.46666666666667,45.0,8.866666666666667,20.299999999999997
50.9,63.699999999999996,43.733333333333334,8.166666666666666,15.033333333333333
65.76666666666667,71.43333333333334,54.56666666666666,11.633333333333333,25.633333333333333
54.6,62.03333333333333,51.166666666666664,12.133333333333335,22.366666666666667
51.00000000000001,57.333333333333336,46.1,10.666666666666668,17.366666666666667
66.13333333333334,76.0,53.63333333333333,11.833333333333334,18.666666666666668
62.199999999999996,71.53333333333335,55.99999999999999,4.1,10.933333333333334
54.16666666666667,59.53333333333333,50.9,7.1,14.933333333333332
53.93333333333333,56.06666666666666,51.56666666666667,7.533333333333333,14.033333333333335
56.666666666666664,68.3,48.96666666666666,6.7,14.0
56.36666666666667,65.93333333333334,50.06666666666667,7.533333333333333,12.366666666666667
58.16666666666667,66.2,52.03333333333333,6.500000000000001,13.266666666666666
56.9,63.96666666666667,52.6,9.433333333333334,22.333333333333336
50.86666666666667,57.13333333333333,45.36666666666667,12.766666666666666,30.066666666666666
51.166666666666664,63.56666666666667,44.43333333333333,9.1,17.366666666666667
46.199999999999996,53.99999999999999,39.4,10.1,25.333333333333332
46.36666666666667,56.0,38.46666666666667,9.933333333333334,20.0
47.766666666666666,57.1,40.83333333333333,9.299999999999999,16.0
50.0,56.599999999999994,42.93333333333333,4.966666666666667,9.666666666666666
49.6,53.1,44.699999999999996,5.166666666666666,8.666666666666666
57.733333333333334,72.56666666666666,48.43333333333334,12.633333333333333,25.033333333333335
63.53333333333333,69.26666666666667,51.53333333333333,15.799999999999999,21.400000000000002
38.93333333333333,54.93333333333334,35.233333333333334,16.766666666666666,28.666666666666668
30.46666666666667,37.300000000000004,25.933333333333334,10.566666666666666,18.333333333333332
32.56666666666667,37.56666666666667,27.433333333333334,7.766666666666667,12.6
37.300000000000004,39.8,33.2,9.566666666666666,17.333333333333336
40.766666666666666,43.3,37.166666666666664,13.299999999999999,21.7
41.300000000000004,44.9,37.8,7.9,14.299999999999999
38.36666666666667,42.666666666666664,36.2,6.866666666666667,10.933333333333334
39.63333333333333,45.166666666666664,34.699999999999996,7.999999999999999,14.366666666666667
39.4,44.233333333333334,35.73333333333333,11.9,18.1
45.266666666666666,49.9,39.93333333333334,15.966666666666667,25.7
51.0,56.766666666666666,44.56666666666666,14.233333333333333,24.966666666666665
43.199999999999996,55.03333333333334,37.4,10.0,19.366666666666667
38.46666666666667,42.7,36.83333333333333,11.2,15.966666666666667
38.53333333333333,39.93333333333333,36.53333333333334,8.4,14.299999999999999
34.5,38.699999999999996,32.63333333333333,6.533333333333333,10.7
33.16666666666667,35.66666666666667,32.0,4.933333333333333,11.633333333333333
33.03333333333333,34.36666666666667,32.06666666666667,8.6,15.966666666666667
36.766666666666666,41.3,32.63333333333333,10.333333333333332,17.266666666666666
28.3,35.833333333333336,26.1,11.299999999999999,17.333333333333332
22.133333333333333,27.400000000000002,17.76666666666667,14.5,22.666666666666668
23.933333333333334,26.166666666666664,20.233333333333334,9.966666666666667,16.333333333333332
21.833333333333332,25.4,19.833333333333332,8.166666666666666,15.266666666666666
27.333333333333332,32.733333333333334,21.3,11.066666666666666,21.03333333333333
26.833333333333332,33.63333333333333,18.966666666666665,10.566666666666668,17.333333333333332
19.233333333333334,27.26666666666667,14.533333333333333,8.7,14.066666666666666
12.500000000000002,21.433333333333334,6.8,12.033333333333333,22.666666666666668
6.033333333333333,14.833333333333332,1.0333333333333332,13.066666666666666,20.333333333333332
15.1,20.400000000000002,8.166666666666666,12.399999999999999,18.633333333333333
22.366666666666667,25.166666666666668,15.766666666666667,6.766666666666667,14.399999999999999
14.0,22.966666666666665,4.7666666666666675,12.833333333333332,22.633333333333333
2.5,15.833333333333332,-4.266666666666667,11.700000000000001,19.666666666666668
20.5,29.266666666666666,7.6,15.599999999999998,26.03333333333333
27.26666666666667,33.833333333333336,20.666666666666668,10.333333333333334,17.033333333333335
36.833333333333336,40.06666666666666,33.63333333333334,8.333333333333334,13.266666666666666
32.6,38.06666666666666,29.233333333333334,8.466666666666667,15.033333333333333
35.233333333333334,36.43333333333333,32.833333333333336,6.066666666666667,11.033333333333333
33.4,35.36666666666667,32.43333333333334,10.466666666666665,18.0
46.166666666666664,54.03333333333333,33.43333333333333,15.433333333333334,23.3
29.766666666666666,45.3,26.233333333333334,13.566666666666666,27.73333333333333
32.93333333333333,43.63333333333333,26.166666666666668,10.799999999999999,26.03333333333333
34.96666666666667,41.733333333333334,29.733333333333334,13.4,23.666666666666668
30.533333333333335,35.800000000000004,25.766666666666666,12.233333333333333,20.333333333333332
37.06666666666666,41.233333333333334,29.866666666666667,15.766666666666666,31.333333333333332
34.266666666666666,38.36666666666667,29.666666666666668,4.5,9.666666666666666
37.733333333333334,39.3,34.13333333333333,6.633333333333334,14.333333333333334
19.43333333333333,37.46666666666667,11.000000000000002,14.433333333333334,21.400000000000002
10.5,16.833333333333336,7.266666666666667,11.633333333333333,18.333333333333332
5.7,11.6,1.2,10.3,16.0
8.066666666666666,17.7,2.3,8.866666666666667,14.299999999999999
10.733333333333333,18.2,4.199999999999999,9.566666666666666,18.4
22.133333333333333,28.6,11.866666666666667,12.299999999999999,20.666666666666668
38.86666666666667,51.06666666666666,24.833333333333332,19.46666666666667,34.06666666666667
33.5,47.699999999999996,26.733333333333334,14.966666666666665,349.30000000000007
27.966666666666665,38.96666666666667,24.1,15.033333333333333,26.333333333333332
22.9,28.099999999999998,19.46666666666667,12.099999999999998,19.366666666666667
29.133333333333333,31.733333333333334,24.733333333333334,7.1000000000000005,15.0
28.666666666666668,33.06666666666666,25.033333333333335,3.7666666666666666,7.7
32.36666666666667,34.300000000000004,29.3,4.766666666666667,10.366666666666667
38.099999999999994,42.96666666666666,32.833333333333336,8.033333333333333,14.3
35.66666666666667,39.4,34.266666666666666,9.566666666666666,16.93333333333333
35.333333333333336,37.800000000000004,34.03333333333333,8.133333333333333,15.333333333333334
36.06666666666667,38.300000000000004,34.7,5.3,10.299999999999999
46.56666666666666,59.1,35.6,7.8,20.333333333333332
41.0,53.36666666666667,35.9,4.366666666666667,10.033333333333333
37.233333333333334,39.7,35.16666666666667,10.966666666666667,15.366666666666667
37.1,40.63333333333333,33.96666666666667,6.466666666666667,11.966666666666667
37.03333333333334,43.46666666666667,34.300000000000004,9.766666666666667,19.299999999999997
33.96666666666667,39.833333333333336,31.933333333333334,11.8,21.666666666666668
28.3,33.766666666666666,25.0,11.533333333333333,16.7
27.366666666666667,30.46666666666667,24.833333333333336,10.5,18.0
27.26666666666667,29.133333333333336,24.733333333333334,8.9,15.366666666666667
23.366666666666667,30.166666666666668,17.4,11.799999999999999,22.366666666666667
37.233333333333334,40.86666666666667,26.733333333333334,12.8,20.96666666666667
35.8,39.333333333333336,33.36666666666667,9.966666666666667,19.3
21.933333333333334,34.3,15.333333333333332,11.966666666666667,18.3
20.0,27.833333333333332,15.2,11.133333333333333,18.0
24.466666666666665,32.53333333333334,17.466666666666665,10.399999999999999,21.966666666666665
33.733333333333334,38.4,26.2,11.633333333333333,18.666666666666668
35.56666666666667,51.56666666666666,29.266666666666666,7.266666666666667,15.633333333333333
42.8,52.63333333333333,34.1,8.033333333333333,20.966666666666665
31.266666666666666,45.63333333333333,26.833333333333336,13.200000000000001,20.666666666666668
19.766666666666666,28.7,13.799999999999999,13.533333333333333,20.633333333333333
26.066666666666666,40.766666666666666,16.466666666666665,13.6,28.366666666666667
41.03333333333333,45.300000000000004,29.733333333333334,7.433333333333333,15.033333333333333
39.36666666666667,47.666666666666664,35.13333333333333,14.7,28.7
36.86666666666667,44.699999999999996,30.03333333333333,10.233333333333333,19.033333333333335
41.46666666666667,50.199999999999996,33.86666666666667,11.233333333333333,20.733333333333334
33.83333333333333,46.766666666666666,28.4,12.899999999999999,21.966666666666665
32.46666666666667,37.333333333333336,29.633333333333333,9.5,16.633333333333333
44.46666666666666,65.16666666666666,33.03333333333333,8.166666666666666,16.933333333333334
54.233333333333334,65.06666666666666,40.93333333333333,9.133333333333335,16.633333333333333
47.666666666666664,57.900000000000006,42.06666666666667,3.533333333333333,7.366666666666667
46.33333333333333,57.96666666666666,39.6,6.7,15.033333333333333
57.43333333333333,63.43333333333333,45.96666666666666,9.2,17.0
56.266666666666666,65.60000000000001,48.166666666666664,9.8,20.400000000000002
50.3,64.8,36.96666666666667,11.266666666666666,18.966666666666665
38.4,46.33333333333333,36.766666666666666,13.0,23.333333333333332
29.6,41.43333333333333,22.4,12.2,22.266666666666666
32.166666666666664,47.43333333333334,24.2,12.566666666666666,29.966666666666665
40.4,48.666666666666664,31.6,7.766666666666667,15.333333333333334
49.1,57.5,38.43333333333334,13.366666666666665,25.366666666666667
45.13333333333334,57.8,33.333333333333336,11.2,21.7
31.233333333333334,39.8,29.46666666666667,10.833333333333334,22.03333333333333
26.166666666666668,31.833333333333336,21.53333333333333,10.3,16.299999999999997
31.433333333333334,36.300000000000004,25.7,13.566666666666665,26.333333333333332
41.1,59.300000000000004,31.099999999999998,17.433333333333334,29.1
53.900000000000006,59.233333333333334,45.333333333333336,18.466666666666665,28.03333333333333
54.36666666666667,63.5,45.0,18.4,33.766666666666666
46.333333333333336,55.93333333333334,41.699999999999996,17.133333333333333,32.400000000000006
38.36666666666667,49.63333333333333,33.63333333333333,10.600000000000001,19.033333333333335
30.299999999999997,38.06666666666666,25.933333333333334,14.166666666666666,23.299999999999997
22.133333333333333,30.066666666666666,17.866666666666664,11.133333333333333,17.666666666666664
26.066666666666666,30.566666666666666,20.7,8.133333333333333,13.333333333333334
27.866666666666667,31.0,25.166666666666668,15.6,23.0
25.866666666666667,29.166666666666668,22.633333333333336,17.5,29.333333333333336
23.933333333333334,31.900000000000002,18.333333333333332,12.5,21.03333333333333
29.866666666666667,40.4,21.23333333333333,8.333333333333332,14.633333333333333
37.300000000000004,45.86666666666667,30.7,8.866666666666667,15.666666666666666
41.03333333333333,46.93333333333333,36.73333333333333,10.733333333333333,16.633333333333333
37.8,41.9,34.56666666666666,7.3999999999999995,13.0
42.800000000000004,50.166666666666664,37.300000000000004,9.566666666666666,19.7
41.16666666666667,47.766666666666666,36.96666666666667,12.2,21.299999999999997
30.4,39.96666666666667,27.933333333333334,17.96666666666667,30.0
35.43333333333333,46.3,28.933333333333334,12.933333333333334,19.03333333333333
58.03333333333333,79.03333333333333,41.36666666666667,12.633333333333333,27.033333333333335
42.7,44.4,41.0,9.2,19.0
49.86666666666667,60.1,41.666666666666664,7.433333333333333,15.433333333333334
45.733333333333334,57.5,39.766666666666666,6.966666666666667,12.3
38.76666666666667,43.333333333333336,37.6,13.633333333333333,20.03333333333333
37.333333333333336,41.96666666666666,33.6,11.133333333333335,22.599999999999998
40.699999999999996,42.766666666666666,37.46666666666667,14.3,25.366666666666667
38.0,40.9,36.766666666666666,21.433333333333334,30.366666666666664
40.56666666666666,44.699999999999996,36.766666666666666,8.833333333333334,18.7
45.63333333333333,50.9,40.800000000000004,4.333333333333333,9.333333333333332
43.800000000000004,48.8,41.53333333333333,5.3,9.966666666666667
45.93333333333333,47.699999999999996,42.3,8.9,16.966666666666665
41.46666666666666,47.199999999999996,39.33333333333333,13.566666666666666,30.7
40.06666666666667,42.333333333333336,37.33333333333333,28.233333333333334,40.63333333333333
40.8,44.733333333333334,37.733333333333334,16.733333333333334,26.366666666666667
50.06666666666667,65.46666666666665,40.26666666666667,11.0,23.7
63.666666666666664,74.53333333333333,52.16666666666667,18.03333333333333,28.366666666666667
67.3,75.13333333333334,54.43333333333333,17.099999999999998,27.0
45.0,57.36666666666667,39.0,10.766666666666666,20.333333333333332
45.300000000000004,52.233333333333334,40.9,6.5,12.3
45.53333333333334,49.56666666666667,42.43333333333333,9.466666666666667,17.3
46.86666666666667,53.46666666666667,43.1,7.9,14.4
67.86666666666667,79.7,52.3,15.0,30.366666666666667
67.76666666666667,78.13333333333334,56.96666666666667,12.733333333333333,25.7
55.03333333333333,69.56666666666666,43.4,8.2,15.333333333333334
53.93333333333334,75.50000000000001,42.7,10.033333333333333,21.0
61.93333333333333,74.63333333333334,44.36666666666667,9.733333333333333,17.366666666666667
54.99999999999999,73.4,43.0,12.233333333333333,22.966666666666665
48.53333333333333,62.733333333333334,43.766666666666666,13.866666666666665,22.6
45.333333333333336,49.46666666666667,43.333333333333336,14.799999999999999,21.0
50.9,58.833333333333336,43.300000000000004,5.466666666666667,13.266666666666666
48.53333333333333,57.06666666666667,41.86666666666667,7.5,13.899999999999999
59.6,68.46666666666667,49.03333333333333,9.166666666666668,14.633333333333333
67.9,75.66666666666667,58.1,12.2,21.633333333333333
54.33333333333333,72.3,45.36666666666667,10.966666666666667,21.333333333333332
46.266666666666666,52.36666666666667,43.46666666666666,6.0,12.933333333333334
43.63333333333333,48.03333333333333,40.00000000000001,20.96666666666667,33.666666666666664
43.56666666666667,45.13333333333333,41.1,18.666666666666664,33.03333333333333
50.63333333333333,57.13333333333333,43.166666666666664,12.066666666666668,24.033333333333335
45.63333333333333,51.66666666666667,41.2,13.166666666666666,21.733333333333334
46.7,49.06666666666667,42.0,7.4,13.266666666666666
46.03333333333334,48.53333333333334,44.43333333333333,11.299999999999999,23.3
44.53333333333333,48.43333333333334,41.166666666666664,19.766666666666666,31.699999999999996
46.36666666666667,49.36666666666667,42.7,14.2,24.633333333333333
